,Coil_Number,UTS,EL,LYS,AIM_QLTY
29739,COIL_97000760,445,29,341,I17007
29740,COIL_95721151,542,26,382,I09504
29741,COIL_89890311,317,44,257,TCA001
29742,COIL_93080732,355,39,273,T01018
29743,COIL_90770712,506,32,425,I56000
29744,COIL_94780240,430,37,375,T01382
29745,COIL_91261041,549,26,475,E13001
29746,COIL_96860441,470,29,410,I17021
29747,COIL_92730101,312,46,250,TCA001
29748,COIL_93950190,481,31,402,I17021
29749,COIL_92820821,488,35,433,E08000
29750,COIL_92170611,351,43,280,I11497
29751,COIL_92870411,460,30,390,I17140
29752,COIL_95180330,654,24,526,T16013
29753,COIL_94050411,374,37,296,I09499
29754,COIL_92830431,502,34,432,E08000
29755,COIL_93740341,542,27,487,I17140
29756,COIL_95020650,483,30,419,E08000
29757,COIL_96050381,438,30,373,E07000
29758,COIL_88200531,388,34,325,I11496
29759,COIL_93290170,303,47,246,T01560
29760,COIL_90090681,522,31,437,T01009
29761,COIL_97310740,1046,11,708,T13178
29762,COIL_88310611,485,29,428,I17021
29763,COIL_88730131,403,36,305,I09500
29764,COIL_92710672,565,24,502,E13001
29765,COIL_96230610,444,29,316,I17140
29766,COIL_95730671,443,35,332,NHA002
29767,COIL_94880431,461,39,380,J10007
29768,COIL_91560831,1101,9,758,T13178
29769,COIL_93580131,303,45,239,T01087
29770,COIL_91050951,510,25,376,I17007
29771,COIL_91730131,311,46,248,T01118
29772,COIL_88400291,385,40,320,T01002
29773,COIL_89960282,566,27,504,A20001
29774,COIL_95410431,582,29,494,E13001
29775,COIL_89700321,353,38,284,T01018
29776,COIL_93080190,373,36,320,T01063
29777,COIL_96741121,379,31,301,I09499
29778,COIL_88470641,581,28,513,I17140
29779,COIL_97870231,542,26,474,E13001
29780,COIL_96790861,488,38,404,J10004
29781,COIL_97340380,341,39,268,I09499
29782,COIL_95870021,342,39,266,I09499
29783,COIL_92410311,546,28,488,E13001
29784,COIL_90970461,507,26,393,I09504
29785,COIL_94330561,339,39,239,Q02001
29786,COIL_96080191,336,41,227,I09499
29787,COIL_91950801,481,36,379,J10007
29788,COIL_89140171,304,47,258,T01378
29789,COIL_94800501,571,26,511,A20001
29790,COIL_90631041,629,23,526,THS001
29791,COIL_88730791,496,25,446,I09502
29792,COIL_96130191,309,46,264,T01560
29793,COIL_95300571,591,25,515,A20001
29794,COIL_91440262,433,34,350,I09500
29795,COIL_89000172,305,46,256,T01560
29796,COIL_95510052,353,40,290,I11497
29797,COIL_88650321,388,34,292,I09500
29798,COIL_96960581,427,32,369,E07000
29799,COIL_93610491,370,38,307,I09499
29800,COIL_97560741,468,36,395,TCA003
29801,COIL_94680131,312,45,244,TCA001
29802,COIL_88150311,436,30,317,I17472
29803,COIL_94670271,307,46,243,T01283
29804,COIL_94310581,494,29,412,I17140
29805,COIL_97710581,371,39,290,I09499
29806,COIL_95980701,485,28,419,I17007
29807,COIL_96421491,508,28,439,E08000
29808,COIL_89240761,473,32,407,E08000
29809,COIL_94720411,347,38,268,T01018
29810,COIL_97040051,397,38,332,I09499
29811,COIL_97720261,358,41,279,T01018
29812,COIL_95510581,552,28,482,D06005
29813,COIL_92250401,394,30,308,I17474
29814,COIL_91560161,311,44,244,T01087
29815,COIL_88850431,522,25,416,A19001
29816,COIL_89320531,510,35,445,D06010
29817,COIL_88100501,464,30,399,I17007
29818,COIL_94770311,383,38,305,I09499
29819,COIL_88060171,304,47,251,T01378
29820,COIL_94910251,456,30,313,I17140
29821,COIL_91330521,537,27,475,E13001
29822,COIL_93190911,474,28,403,I17140
29823,COIL_95010261,500,29,430,I17016
29824,COIL_91640311,427,36,356,T01099
29825,COIL_91620621,464,26,371,I17140
29826,COIL_89480071,321,40,263,T01381
29827,COIL_95300391,421,37,344,T01099
29828,COIL_92310341,483,31,414,I17016
29829,COIL_94630321,345,42,264,I09499
29830,COIL_91830891,485,38,420,T01260
29831,COIL_91990821,465,32,388,J10007
29832,COIL_89800442,383,35,307,T01065
29833,COIL_93780230,373,42,300,K01003
29834,COIL_94400440,480,36,421,TCA003
29835,COIL_88060281,313,45,268,T01378
29836,COIL_93740830,530,30,454,T01158
29837,COIL_87720142,308,46,246,T01283
29838,COIL_89550251,357,42,277,T01244
29839,COIL_91090291,308,46,249,T01560
29840,COIL_90020702,533,35,456,T01009
29841,COIL_96320141,452,35,353,T01559
29842,COIL_90630711,393,40,325,I11496
29843,COIL_97200891,469,31,393,I17140
29844,COIL_89980312,355,42,294,T01382
29845,COIL_97930250,563,26,496,E13001
29846,COIL_89020621,548,27,470,E13001
29847,COIL_97121331,500,27,365,I09504
29848,COIL_96090460,332,42,242,I09499
29849,COIL_87690741,458,30,342,I17140
29850,COIL_92820041,364,39,298,THB001
29851,COIL_95150721,452,28,308,T01061
29852,COIL_96420170,444,35,360,T01559
29853,COIL_95340330,428,30,292,I17140
29854,COIL_89990491,338,42,250,Q02001
29855,COIL_88440711,363,39,275,THB002
29856,COIL_97280641,466,38,391,TCA003
29857,COIL_90720821,480,26,428,I17021
29858,COIL_93560321,373,36,303,I09499
29859,COIL_91590941,991,9,637,T13422
29860,COIL_91790791,357,45,287,T01018
29861,COIL_97880161,319,44,255,T01087
29862,COIL_95200721,412,38,303,T01099
29863,COIL_92020531,413,34,358,I09500
29864,COIL_90810280,353,41,272,I09499
29865,COIL_93160200,364.6913,39.6883,309.953,T01063
29866,COIL_95270110,320,42,252,T01118
29867,COIL_96690200,365,39,303,T01382
29868,COIL_95970131,305,46,231,T01262
29869,COIL_96510520,342,39,269,T01018
29870,COIL_97100371,350,40,281,T01244
29871,COIL_96470051,380,38,311,I09499
29872,COIL_97600681,380,37,303,I09499
29873,COIL_96951001,488,29,430,I17007
29874,COIL_97370351,323,41,239,I09499
29875,COIL_90850191,351,40,277,T01382
29876,COIL_87910521,444,28,388,I45011
29877,COIL_96650611,333,37,241,I09499
29878,COIL_92930702,368,38,295,T01050
29879,COIL_91960191,303,46,245,T01560
29880,COIL_91610101,345,40,250,Q02001
29881,COIL_88270311,307,45,244,T01087
29882,COIL_95580082,375,38,296,I11496
29883,COIL_90730651,425,27,354,T01564
29884,COIL_97751032,369,42,288,I11497
29885,COIL_95210791,333,39,251,I09499
29886,COIL_97840140,362,40,283,T01018
29887,COIL_88310681,342,40,257,T01018
29888,COIL_89390651,465,29,332,I17140
29889,COIL_96960871,447,30,370,I17140
29890,COIL_97150171,590,25,528,A20001
29891,COIL_91480261,427,33,313,I09500
29892,COIL_93790710,377,38,314,I09499
29893,COIL_95490351,389,40,329,K01002
29894,COIL_97490520,382,40,319,K01002
29895,COIL_95500460,449,37,385,E07000
29896,COIL_90890401,355,38,276,I09499
29897,COIL_96060940,421,30,334,T01514
29898,COIL_96800561,443,28,375,I17007
29899,COIL_97510111,302,47,241,T01283
29900,COIL_94720201,319,47,290,T01262
29901,COIL_96880491,445,30,320,I17140
29902,COIL_90850731,544,28,474,I17140
29903,COIL_95710192,308,46,243,T01118
29904,COIL_97191240,1095,12,790,T13423
29905,COIL_88260491,343,40,269,T01018
29906,COIL_92110621,486,32,381,I17007
29907,COIL_96060491,372,37,278,THP001
29908,COIL_96300221,378,40,292,I09499
29909,COIL_95180471,505,29,440,I17140
29910,COIL_97650171,309,46,248,TCA001
29911,COIL_96390080,375,40,305,T01244
29912,COIL_97420732,373,37,298,I11496
29913,COIL_93110411,390,40,299,I11496
29914,COIL_95030541,401,40,309,I09499
29915,COIL_96560231,300,46,229,T01381
29916,COIL_93180080,375,39,280,THB002
29917,COIL_96380581,377,40,308,I09499
29918,COIL_90080131,312,45,252,T01087
29919,COIL_89010731,356,42,286,T01050
29920,COIL_97750341,517,28,446,I36004
29921,COIL_89690621,442,30,381,I17020
29922,COIL_97160382,349,39,276,I09499
29923,COIL_94390221,360,39,295,I09499
29924,COIL_95070690,380,36,301,I11498
29925,COIL_97500790,336,42,249,J06005
29926,COIL_93730071,343,40,262,T01244
29927,COIL_90390911,460,29,340,I17140
29928,COIL_95160451,536,29,470,D06010
29929,COIL_93410740,498,34,429,I17016
29930,COIL_94060530,474,28,414,I17140
29931,COIL_92350221,395,30,320,T01002
29932,COIL_97840851,397,37,315,I09499
29933,COIL_91070251,384,38,308,T01002
29934,COIL_91250851,520,27,465,E13002
29935,COIL_94200771,441,30,350,I17140
29936,COIL_95770252,364,40,294,T01018
29937,COIL_96330311,315,44,250,TCA001
29938,COIL_95270130,316,44,243,T01087
29939,COIL_87960761,351,41,274,T01018
29940,COIL_92970491,521,26,464,I17140
29941,COIL_91430171,314,41,219,T01313
29942,COIL_97240771,469,27,348,I17007
29943,COIL_94640501,432,31,369,JCA001
29944,COIL_96961041,450,28,339,I17140
29945,COIL_95950101,369,41,283,I11496
29946,COIL_96140461,446,31,385,E07000
29947,COIL_97161161,463,27,346,I17007
29948,COIL_96090101,300,44,239,T01087
29949,COIL_96170821,463,40,365,J10007
29950,COIL_96830441,415,38,333,T01099
29951,COIL_88160732,461,35,379,J10007
29952,COIL_96900170,314,46,266,T01378
29953,COIL_91370681,365,39,297,T01018
29954,COIL_94370440,780,24,695,Q17005
29955,COIL_91150431,324,41,224,T01050
29956,COIL_91170501,377,40,308,K01002
29957,COIL_89071062,481,28,346,I17140
29958,COIL_91410821,462,25,380,I17140
29959,COIL_88901191,477,30,406,I17016
29960,COIL_88300762,477,37,388,J10007
29961,COIL_92430141,308,46,245,T01087
29962,COIL_93350261,353,44,253,I09499
29963,COIL_96720131,314,46,255,T01283
29964,COIL_95000461,409,41,322,T01099
29965,COIL_97870801,465,29,332,I17003
29966,COIL_91590191,317,43,269,T01118
29967,COIL_96310940,377,36,310,I11496
29968,COIL_91411191,469,29,397,I17140
29969,COIL_95570170,372,34,308,T01063
29970,COIL_96930761,347,36,279,THB001
29971,COIL_92890191,309,46,245,T01087
29972,COIL_95680141,311,46,248,T01118
29973,COIL_91450881,494,32,382,I17007
29974,COIL_95530551,380,37,294,T01586
29975,COIL_92000561,427,26,365,I17140
29976,COIL_89910311,386,38,286,T01065
29977,COIL_91150921,370,40,265,THB002
29978,COIL_95310151,308,45,245,TCA001
29979,COIL_91280261,396,36,332,I09500
29980,COIL_87590971,466,34,410,TCA003
29981,COIL_92330862,475,36,405,T01049
29982,COIL_89040431,503,26,429,I17007
29983,COIL_89390741,434,39,365,T01099
29984,COIL_92710501,431,30,376,I45010
29985,COIL_93220190,304.7179,46.1163,241.3057,T01087
29986,COIL_95350281,358,38,271,I09499
29987,COIL_94660690,488,36,423,T01260
29988,COIL_87830741,481,27,423,I17140
29989,COIL_94460560,496,37,437,T01049
29990,COIL_91990321,439,28,383,I17140
29991,COIL_94800261,375,38,306,T01382
29992,COIL_89750431,369,35,307,T01063
29993,COIL_94030832,403,37,316,T01099
29994,COIL_87641011,464,32,390,I17140
29995,COIL_97430021,344,40,271,T01244
29996,COIL_91800562,370,39,304,K01003
29997,COIL_89260681,475,27,397,T01260
29998,COIL_88040252,308,45,240,T01283
29999,COIL_94040401,372,40,307,K01003
30000,COIL_90890381,362,39,285,I09499
30001,COIL_88620251,342,40,258,T01382
30002,COIL_97580772,358,40,289,I11497
30003,COIL_94790471,479,28,342,A12010
30004,COIL_96020821,432,33,370,I45011
30005,COIL_95080710,503,29,433,T01158
30006,COIL_89000651,447,32,386,I17020
30007,COIL_91790221,310,46,245,T01283
30008,COIL_97520821,394,37,310,I09499
30009,COIL_94140231,352,39,283,I09499
30010,COIL_97120140,305,44,243,T01118
30011,COIL_87930681,457,36,368,NHA002
30012,COIL_92050351,469,30,404,I17021
30013,COIL_88460291,367,44,290,T01018
30014,COIL_95780461,327,42,248,I09499
30015,COIL_97380741,477,30,398,I17016
30016,COIL_87920652,508,35,438,T01049
30017,COIL_96060131,308,45,241,T01087
30018,COIL_95540381,403,36,321,K01002
30019,COIL_90610471,392,40,310,I11496
30020,COIL_95260530,381,38,310,I11498
30021,COIL_89590532,395,34,318,T01002
30022,COIL_95390550,394,34,291,S02525
30023,COIL_87700372,364,36,312,T01382
30024,COIL_95070660,386,37,318,I11498
30025,COIL_97520791,354,40,295,I09499
30026,COIL_87840311,312,45,251,TCA001
30027,COIL_90320621,435,33,381,T01566
30028,COIL_90030432,395,36,332,K01002
30029,COIL_97090251,446,30,380,I17140
30030,COIL_94880161,347,38,264,T01018
30031,COIL_90060641,368,41,291,THB001
30032,COIL_95000132,306,45,243,T01118
30033,COIL_91251431,480,30,350,I17140
30034,COIL_94970392,356,36,279,S33001
30035,COIL_97390970,476,30,357,I17007
30036,COIL_88190131,347,41,277,T01018
30037,COIL_96630891,477,36,419,J10004
30038,COIL_97751011,345,40,270,I11497
30039,COIL_97410972,489,32,431,E08000
30040,COIL_91040161,313,45,255,T01283
30041,COIL_87670401,358,36,280,THB001
30042,COIL_97370651,381,37,305,I11496
30043,COIL_87640830,538,24,484,E13001
30044,COIL_92800772,471,39,395,J10004
30045,COIL_94450440,397,38,312,I11496
30046,COIL_96110281,304,45,242,T01283
30047,COIL_94780481,397,32,308,T01065
30048,COIL_97480161,312,45,257,T01378
30049,COIL_94080371,379,39,297,I09499
30050,COIL_91200731,452,30,334,I17140
30051,COIL_96780851,511,29,391,I17007
30052,COIL_93250612,392,38,310,I11496
30053,COIL_96020172,301,45,266,T01087
30054,COIL_97840161,465,28,359,I17007
30055,COIL_88200731,501,28,378,I09504
30056,COIL_92270172,465,35,349,T01049
30057,COIL_90480281,593,26,530,E13001
30058,COIL_92150581,482,29,419,I17140
30059,COIL_97310500,582,27,507,E13001
30060,COIL_92120462,472,28,359,I17003
30061,COIL_94680241,303,46,240,TCA001
30062,COIL_89630702,414,31,342,T01002
30063,COIL_89930701,497,29,400,I17140
30064,COIL_90520561,542,25,453,I17140
30065,COIL_92600401,431,31,345,I17021
30066,COIL_91550111,306,46,241,T01118
30067,COIL_93100470,354,40,276,T01018
30068,COIL_91250742,491,30,419,I17007
30069,COIL_90380201,596,28,528,A20001
30070,COIL_95120241,315,46,269,T01560
30071,COIL_95190831,453,37,386,TCA003
30072,COIL_92150051,373,39,299,I11498
30073,COIL_89940131,308,45,244,T01118
30074,COIL_93750800,509,30,440,T01158
30075,COIL_95830641,529,28,465,T01260
30076,COIL_96100921,556,27,474,E13001
30077,COIL_96400941,489,31,431,E08000
30078,COIL_91220171,309,45,249,T01283
30079,COIL_93970221,449,30,386,I17474
30080,COIL_92730222,303,46,242,T01283
30081,COIL_96310160,312,46,254,T01378
30082,COIL_93540171,347,40,280,T01244
30083,COIL_95050111,310,45,248,T01118
30084,COIL_87800911,410,35,330,I09500
30085,COIL_93510851,393,38,310,I09499
30086,COIL_97390231,311,45,249,T01118
30087,COIL_95160841,467,37,377,T01260
30088,COIL_96701091,572,28,498,E13001
30089,COIL_97840461,564,25,503,E13001
30090,COIL_93140230,351,41,276,T01018
30091,COIL_88950351,591,26,501,I17140
30092,COIL_96590141,307,45,246,TCA001
30093,COIL_96081000,440,31,320,I17140
30094,COIL_91220281,306,47,244,TCA001
30095,COIL_97210861,470,37,379,J10007
30096,COIL_95100620,517,28,439,I56001
30097,COIL_92730592,478,29,367,I17472
30098,COIL_96490551,357,41,282,T01244
30099,COIL_95500141,349,40,271,T01018
30100,COIL_97250621,347,38,247,THB005
30101,COIL_96850491,463,32,327,T01073
30102,COIL_89440611,391,38,324,I11496
30103,COIL_88320111,355,42,282,T01382
30104,COIL_91950771,490,35,378,J10007
30105,COIL_96100672,372,40,291,I11498
30106,COIL_91450741,597,25,492,T01117
30107,COIL_95100791,341,41,271,I09499
30108,COIL_93370410,433,33,369,I17021
30109,COIL_96850140,306,47,249,T01378
30110,COIL_87620732,466,30,395,I17016
30111,COIL_90790021,368,39,292,T01244
30112,COIL_91300641,370,37,283,K01003
30113,COIL_96820731,471,25,359,I17007
30114,COIL_97520071,350,41,281,TCA004
30115,COIL_94610890,474,38,420,T01049
30116,COIL_93991031,447,36,355,I17140
30117,COIL_92680531,440,31,381,I17016
30118,COIL_90080671,489,28,426,I17007
30119,COIL_87970371,356,41,277,T01018
30120,COIL_95070591,380,36,301,I11498
30121,COIL_90230231,304,47,249,T01560
30122,COIL_97180771,562,26,494,D06005
30123,COIL_97471161,470,32,394,I17016
30124,COIL_89900771,359,43,283,T01244
30125,COIL_92100381,374,38,320,K01002
30126,COIL_95890201,371,36,317,T01063
30127,COIL_91290261,393,34,312,T01099
30128,COIL_95250651,450,32,306,I17140
30129,COIL_96570821,374,38,304,I11496
30130,COIL_96700521,335,40,233,Q02001
30131,COIL_94020611,406,36,331,T01099
30132,COIL_88430681,548,26,449,I17140
30133,COIL_92330411,382,42,311,I11498
30134,COIL_95721011,508,28,368,I09504
30135,COIL_94750351,586,28,531,I17140
30136,COIL_88890051,360,40,285,T01244
30137,COIL_93801001,452,31,329,I17023
30138,COIL_91110711,466,26,406,I09502
30139,COIL_96430191,372,37,291,T01382
30140,COIL_92240431,486,26,418,I17016
30141,COIL_91830562,383,41,304,I11496
30142,COIL_96670441,355,35,292,T01382
30143,COIL_87690581,477,30,418,I17140
30144,COIL_91290191,374,40,305,T01244
30145,COIL_91060131,314,44,254,T01118
30146,COIL_95340531,495,27,440,I17140
30147,COIL_94790860,462,37,379,J10007
30148,COIL_97310881,998,11,644,T13178
30149,COIL_88440551,474,28,405,I17016
30150,COIL_93320021,387,37,306,I09499
30151,COIL_96910822,554,27,498,E13002
30152,COIL_94370731,544,26,472,I17140
30153,COIL_89020352,444,33,392,I45010
30154,COIL_95200521,551,28,459,I17140
30155,COIL_90010221,349,40,281,T01244
30156,COIL_88360711,467,39,388,J10007
30157,COIL_91150771,386,39,317,I11496
30158,COIL_92070651,383,40,309,THB001
30159,COIL_89310651,477,28,413,I17007
30160,COIL_90060232,384,38,309,I11496
30161,COIL_97140591,461,38,368,J10007
30162,COIL_93620111,366,40,308,T01382
30163,COIL_94760270,466,31,332,A12010
30164,COIL_97630731,360,38,295,T01018
30165,COIL_95530411,484,28,361,I17472
30166,COIL_88670342,487,27,418,I17021
30167,COIL_92590251,316,44,249,TCA001
30168,COIL_95710401,345,38,284,T01244
30169,COIL_91860352,308,40,246,T01381
30170,COIL_91090141,344,40,241,Q02001
30171,COIL_87760411,488,26,432,I17007
30172,COIL_94860341,486,30,421,E08000
30173,COIL_95720831,407,37,345,T01099
30174,COIL_95150601,342,41,273,T01018
30175,COIL_88100621,554,27,492,I17140
30176,COIL_97490321,312,46,263,T01378
30177,COIL_96740881,370,38,299,I09499
30178,COIL_97380250,430,34,365,E07000
30179,COIL_96300382,560,28,451,T16002
30180,COIL_92580951,1010,10,682,T13178
30181,COIL_91270312,347,40,281,S33001
30182,COIL_92130461,455,32,395,I17020
30183,COIL_93000232,438,35,385,I17473
30184,COIL_90720711,481,23,418,I17474
30185,COIL_97900711,375,37,275,I09500
30186,COIL_87990581,381,40,306,THB001
30187,COIL_91190261,311,46,263,T01560
30188,COIL_97720401,342,43,242,I09499
30189,COIL_90860271,311,46,246,T01118
30190,COIL_88120081,389,41,314,I11496
30191,COIL_94050591,356,42,289,I11497
30192,COIL_92480131,306,46,253,T01378
30193,COIL_91520131,310,45,245,T01118
30194,COIL_88850251,398,34,320,T01002
30195,COIL_97770831,410,36,318,T01099
30196,COIL_95890190,310,46,257,T01378
30197,COIL_93790650,462,31,397,I45010
30198,COIL_91570892,1064,8,703,T13178
30199,COIL_94920361,340,41,257,I09499
30200,COIL_93890590,485,28,382,I17007
30201,COIL_90070711,435,37,370,T01099
30202,COIL_97830532,364,40,284,T01050
30203,COIL_94340380,338,38,288,I09499
30204,COIL_90440381,418,35,330,T01002
30205,COIL_96400551,363,38,279,I11496
30206,COIL_88290172,364,38,276,T01382
30207,COIL_94010640,461,37,371,T01049
30208,COIL_97521031,399,37,316,I09499
30209,COIL_93110380,551,24,492,E13002
30210,COIL_90760112,385,41,295,I11496
30211,COIL_94050621,493,36,430,TCA003
30212,COIL_88400310,385,40,320,T01002
30213,COIL_94650440,337,37,248,I09499
30214,COIL_94950131,312,46,246,T01087
30215,COIL_95020282,371,37,289,I11496
30216,COIL_93330141,305,47,253,T01378
30217,COIL_97000041,351,40,263,I09499
30218,COIL_89010281,352,40,293,T01571
30219,COIL_96560250,300,46,229,T01381
30220,COIL_91430771,504,28,402,I17007
30221,COIL_96961280,449,28,329,I17140
30222,COIL_96600671,349,42,289,J06005
30223,COIL_93710341,375,39,299,I09500
30224,COIL_93020161,308,47,264,T01378
30225,COIL_94160401,352,39,280,THB001
30226,COIL_94880661,386,36,307,I09499
30227,COIL_88770380,372,35,303,K01002
30228,COIL_96810401,314,44,251,T01118
30229,COIL_87600501,412,36,330,T01586
30230,COIL_96050462,439,29,382,E07000
30231,COIL_92390681,404,40,339,T01099
30232,COIL_97230160,307,45,247,T01118
30233,COIL_95560591,360,40,295,T01018
30234,COIL_92140232,308,46,247,TCA001
30235,COIL_96660321,367,41,293,I09499
30236,COIL_88110702,372,40,304,I11496
30237,COIL_87980771,544,25,489,E13001
30238,COIL_97010500,384,37,314,I11496
30239,COIL_96960621,448,28,365,I17140
30240,COIL_94580651,514,29,414,I56000
30241,COIL_88350281,308,43,247,T01283
30242,COIL_94820260,305,47,259,T01378
30243,COIL_88510562,372,40,297,I11498
30244,COIL_97750772,357,40,277,I11497
30245,COIL_97260281,308,41,244,T01087
30246,COIL_95830321,338,38,243,I09499
30247,COIL_93660250,439,35,368,T01559
30248,COIL_92060132,454,32,360,T01559
30249,COIL_88020562,569,26,509,E13001
30250,COIL_92030651,401,35,321,T01099
30251,COIL_92780771,477,26,383,I17140
30252,COIL_91880101,344,40,268,T01244
30253,COIL_95070321,345,39,246,T01050
30254,COIL_96240610,452,32,335,I17140
30255,COIL_92590141,307,45,241,T01283
30256,COIL_96350111,334,42,250,T01313
30257,COIL_89210141,316,44,257,T01262
30258,COIL_93630370,350,39,256,I09499
