,Coil_Number,UTS,EL,LYS,AIM_QLTY
695,COIL_87610261,357,43,276,T01244
696,COIL_91440231,433,34,350,I09500
697,COIL_88480611,482,39,398,J10004
698,COIL_95180831,401,40,312,I09499
699,COIL_88650371,364,36,286,T01018
700,COIL_95380431,399,42,333,K01002
701,COIL_89210701,351,39,276,T01018
702,COIL_89050281,388,35,307,I45008
703,COIL_91130381,360,39,294,T01018
704,COIL_92290501,484,39,435,T01049
705,COIL_96910381,417,30,321,T01586
706,COIL_89610561,376,41,298,I11496
707,COIL_96960811,440,31,344,I17140
708,COIL_96840981,496,27,446,I17007
709,COIL_89240731,471,26,389,I17140
710,COIL_96450771,365,38,295,I09499
711,COIL_91710011,419,34,318,I09500
712,COIL_97040021,339,40,262,I09499
713,COIL_96920882,417,32,337,T01402
714,COIL_91190412,580,24,522,A20001
715,COIL_97411091,456,32,381,I17016
716,COIL_87820201,310,44,249,T01118
717,COIL_94770321,385,40,307,I09499
718,COIL_88030711,482,29,413,T01260
719,COIL_93330281,305,47,253,T01381
720,COIL_88070681,382,38,291,T01002
721,COIL_95370551,403,35,301,S02525
722,COIL_91870821,466,36,385,J10007
723,COIL_92990291,596,25,523,THB004
724,COIL_95930491,502,32,451,I17007
725,COIL_97710201,339,38,245,T01382
726,COIL_91640341,456,31,327,I17007
727,COIL_97090161,388,37,307,T01002
728,COIL_87750431,397,36,329,K01002
729,COIL_90580681,388,38,296,T01586
730,COIL_88560231,380,41,325,T01244
731,COIL_93780262,376,39,316,K01003
732,COIL_92890162,341,41,248,T01018
733,COIL_97450461,359,37,287,T01018
734,COIL_87720172,313,44,245,T01283
735,COIL_89990192,312,45,249,T01283
736,COIL_87960831,461,34,392,T01049
737,COIL_91800921,402,37,330,I11496
738,COIL_93700680,498,27,438,I17016
739,COIL_97930261,573,24,508,E13001
740,COIL_89020652,574,24,497,E13001
741,COIL_92090352,448,30,336,I17472
742,COIL_91830731,411,39,330,T01046
743,COIL_95880491,471,28,410,E08000
744,COIL_92180521,563,27,492,E13001
745,COIL_95150711,340,40,251,THB005
746,COIL_93290651,352,42,284,T01244
747,COIL_91270831,472,36,387,J10007
748,COIL_95560380,373,38,275,T01002
749,COIL_88440741,382,40,301,THB002
750,COIL_92880371,409,40,328,I09499
751,COIL_91590971,975,10,678,T13422
752,COIL_97470221,403,35,344,K01002
753,COIL_93560370,386,38,318,I09499
754,COIL_95200711,393,37,251,I11001
755,COIL_87680891,478,30,411,I17016
756,COIL_93940821,371,40,298,K01003
757,COIL_95900440,375,38,300,I09499
758,COIL_95970161,310,46,266,T01378
759,COIL_94770810,345,38,282,T01050
760,COIL_97100341,345,40,265,T01018
761,COIL_97280342,312,46,259,T01378
762,COIL_97470591,635,28,508,T16013
763,COIL_95590371,316,45,247,T01087
764,COIL_97471121,475,32,397,I17016
765,COIL_96180051,367,35,281,T01002
766,COIL_93930712,480,36,424,E08000
767,COIL_90120611,448,30,392,I45010
768,COIL_88270321,300,46,256,T01262
769,COIL_88410221,384,41,304,T01002
770,COIL_90390071,343,42,255,T01018
771,COIL_92400111,308,45,246,T01087
772,COIL_97751061,358,42,282,I11497
773,COIL_97840171,489,27,387,I17007
774,COIL_97810650,457,28,385,D04016
775,COIL_94060220,382,36,306,T01002
776,COIL_96960841,457,31,325,I17140
777,COIL_96020460,309,46,260,T01560
778,COIL_96880191,366,38,317,T01063
779,COIL_90980471,343,43,281,I11497
780,COIL_95490321,389,38,330,K01002
781,COIL_96490221,361,40,297,T01018
782,COIL_95500411,435,40,370,E07000
783,COIL_87650221,307,46,252,T01560
784,COIL_90390381,587,24,527,A20001
785,COIL_96640641,371,38,300,K01002
786,COIL_93440610,525,28,465,E13002
787,COIL_96800531,351,37,280,T01018
788,COIL_95580700,462,36,407,T01049
789,COIL_97060701,357,42,285,J06005
790,COIL_96880441,396,35,334,K01002
791,COIL_95390760,379,37,312,I11496
792,COIL_89970651,452,36,393,I17021
793,COIL_95810441,429,26,311,I17140
794,COIL_96650011,357,40,279,I09499
795,COIL_89400281,547,25,480,A20001
796,COIL_88700161,362,38,302,T01063
797,COIL_91820161,313,47,269,T01378
798,COIL_96970711,332,42,234,J06005
799,COIL_93100831,424,35,334,T01564
800,COIL_88410481,356,42,277,J06005
801,COIL_87950281,307,47,258,T01378
802,COIL_93950260,448,32,388,I17021
803,COIL_95030511,399,39,291,I09499
804,COIL_91360622,462,25,374,I17007
805,COIL_89170291,309,46,251,T01118
806,COIL_95930371,351,40,254,I09499
807,COIL_90080141,311,47,248,T01118
808,COIL_92620260,508,28,380,I09504
809,COIL_89010762,356,42,286,T01050
810,COIL_93480321,357,37,274,I09499
811,COIL_93000371,493,33,420,E13001
812,COIL_90390921,462,30,345,I17140
813,COIL_94840490,507,28,424,T01009
814,COIL_95160401,513,30,460,D06010
815,COIL_94060501,533,26,471,I17140
816,COIL_95360731,412,40,327,T01099
817,COIL_91250801,519,27,467,E13002
818,COIL_97200832,471,37,379,J10007
819,COIL_91070281,380,35,297,T01002
820,COIL_95770261,353,39,288,T01018
821,COIL_87960791,468,36,405,T01049
822,COIL_90000380,430,34,369,I09500
823,COIL_89440521,394,40,319,I11496
824,COIL_93860590,482,34,334,T01073
825,COIL_95070572,372,38,305,I11498
826,COIL_95950131,333,39,223,I09499
827,COIL_95090220,314,46,262,T01560
828,COIL_96260190,366,38,304,T01063
829,COIL_92160291,595,26,529,E13001
830,COIL_89840381,394,34,331,T01002
831,COIL_96090131,301,44,238,T01118
832,COIL_91070132,336,41,252,T01313
833,COIL_90950161,307,46,243,TCA001
834,COIL_97761122,547,28,359,S02028
835,COIL_96360142,372,40,283,T01382
836,COIL_93870611,471,30,398,I17140
837,COIL_89540141,404,46,335,T01099
838,COIL_93400011,372,38,308,I09499
839,COIL_88710351,357,40,264,I09500
840,COIL_89560111,378,38,302,THB002
841,COIL_97050021,386,37,307,I11496
842,COIL_89490171,307,44,244,T01087
843,COIL_92890491,387,32,315,I09508
844,COIL_97240890,376,39,289,I09499
845,COIL_89380731,471,35,387,NHA002
846,COIL_93380312,457,31,337,I17140
847,COIL_93340461,464,28,407,I17021
848,COIL_88620261,339,38,262,T01382
849,COIL_95950680,485,28,351,I09504
850,COIL_94370470,815,20,717,Q17005
851,COIL_91090021,342,42,246,T01244
852,COIL_89071011,468,30,376,I17140
853,COIL_96090681,374,39,303,I09499
854,COIL_88300731,466,34,380,J10007
855,COIL_93600311,310,46,246,TCA001
856,COIL_88000281,584,25,518,A20001
857,COIL_87950411,304,47,248,T01560
858,COIL_93350231,360,42,286,T01018
859,COIL_90260821,478,27,397,I17140
860,COIL_88790531,410,31,350,I09500
861,COIL_96100980,469,30,390,I17140
862,COIL_97190671,364,40,296,I09499
863,COIL_91230372,389,39,316,I11496
864,COIL_95680172,304,46,240,T01118
865,COIL_92330851,475,36,405,T01049
866,COIL_87590940,505,32,439,TCA003
867,COIL_96600161,304,44,244,TCA001
868,COIL_91280231,375,38,296,I09500
869,COIL_97910411,489,28,360,I17023
870,COIL_90510021,364,42,298,T01244
871,COIL_97420711,384,38,303,I11496
872,COIL_94660641,358,39,270,I09499
873,COIL_92320401,416,38,341,T01099
874,COIL_94460530,461,39.5,381,T01049
875,COIL_95450470,342,40,270,T01202
876,COIL_91990311,566,28,496,A20001
877,COIL_97700171,307,46,244,T01118
878,COIL_94030800,398,39,328,T01099
879,COIL_97670671,386,35,322,T01002
880,COIL_90380430,603,24,470,T16001
881,COIL_89750460,368,35,310,T01063
882,COIL_89720141,311,45,249,T01087
883,COIL_91240522,430,35,360,E07000
884,COIL_91210201,319,45,255,T01283
885,COIL_91800551,370,41,299,K01003
886,COIL_88040261,312,45,247,TCA001
887,COIL_92570492,396,38,318,I11496
888,COIL_94040471,403,37,318,T01566
889,COIL_87730381,485,31,427,I17140
890,COIL_87920592,492,36,439,T01049
891,COIL_87800071,352,41,278,T01244
892,COIL_94410341,449,36,381,I17007
893,COIL_94790420,450,32,388,E07000
894,COIL_88530171,583,26,474,I17140
895,COIL_95350701,460,35,390,J10004
896,COIL_92720232,446,27,384,E07000
897,COIL_89000681,442,33,382,I17020
898,COIL_92050381,457,30,386,I17021
899,COIL_96060141,309,46,247,T01087
900,COIL_96290701,345,41,272,T01018
901,COIL_97361121,593,25,530,E13001
902,COIL_96780821,476,28,412,I17007
903,COIL_93250641,354,42,272,T01018
904,COIL_90610441,382,43,306,I11496
905,COIL_91840351,364,42,292,I11498
906,COIL_91300191,586,27,518,A20001
907,COIL_95390580,378,36,281,S02525
908,COIL_89000531,395,40,325,I11496
909,COIL_91350262,317,44,262,T01118
910,COIL_90030401,395,36,332,K01002
911,COIL_93550221,306,46,240,T01087
912,COIL_90320671,487,30,431,I17140
913,COIL_88580161,357,39,270,T01018
914,COIL_88540431,378,39,298,I11496
915,COIL_95850161,314,46,269,T01378
916,COIL_95120271,315,45,259,T01560
917,COIL_95190801,471,31,402,TCA003
918,COIL_90380251,409,35,341,K01002
919,COIL_87700411,467,30,408,I17021
920,COIL_93960280,450,29,384,I17021
921,COIL_97890230,362,38,280,T01063
922,COIL_94240191,309,47,244,T01118
923,COIL_95730221,317,45,254,TCA001
924,COIL_97010621,367,37,300,I09499
925,COIL_87640861,521,27,401,I17007
926,COIL_96781150,591,25,528,E13001
927,COIL_89560081,363,38,291,THB002
928,COIL_87770591,448,31,359,I17007
929,COIL_89840401,410,34,334,T01002
930,COIL_95430021,338,37,253,T01244
931,COIL_87800381,414,34,336,T01586
932,COIL_89760311,370,37,320,T01063
933,COIL_88240251,311,46,266,T01560
934,COIL_94080341,345,38,273,I09499
935,COIL_90700711,445,30,381,I45011
936,COIL_90970611,357,34,284,T01002
937,COIL_89140320,368,42,289,T01244
938,COIL_87630161,363,38,304,T01382
939,COIL_87670980,1117,8,834,T13178
940,COIL_88170861,477,34,395,J10004
941,COIL_92120430,472,28,359,I17003
942,COIL_90830341,361,40,288,T01018
943,COIL_92930371,379,40,300,I09499
944,COIL_90520551,543,25,463,I17140
945,COIL_91890651,387,40,311,I11496
946,COIL_90440221,335,29,251,T01313
947,COIL_90560532,510,30,395,I56001
948,COIL_91550142,313,46,248,T01118
949,COIL_93510791,397,36,312,I09499
950,COIL_88740771,477,30,326,I17140
951,COIL_95600191,337,41,252,I09499
952,COIL_91400321,312,45,250,T01283
953,COIL_94620161,361,40,282,T01244
954,COIL_89880551,399,40,314,I11496
955,COIL_95860111,297,42,223,T01381
956,COIL_88980131,311,46,267,T01560
957,COIL_95950411,334,41,237,I09498
958,COIL_96400911,479,32,417,E08000
959,COIL_97400791,355,40,268,I09499
960,COIL_89100381,305,45,241,T01118
961,COIL_92730251,303,46,242,T01283
962,COIL_89030281,462,34,413,T01049
963,COIL_96990611,328,44,244,J06005
964,COIL_95050121,310,44,248,T01118
965,COIL_94860301,595,26,528,E13001
966,COIL_95650670,377,38,302,I09499
967,COIL_88370641,488,34,398,J10004
968,COIL_93040761,482,30,410,I17474
969,COIL_92200622,458,33,394,I17021
970,COIL_91470171,308,45,244,T01087
971,COIL_93991062,447,36,355,I17140
972,COIL_94820511,447,29,359,I17140
973,COIL_88950382,488,25,422,I17021
974,COIL_96210591,485,33,388,J10007
975,COIL_89150591,389,39,322,K01002
976,COIL_96660131,366,37,276,I09499
977,COIL_97731281,348,40,265,I09499
978,COIL_97400420,347,41,273,I09499
979,COIL_91080311,486,28,364,I17472
980,COIL_91340411,480,24,355,I09504
981,COIL_89910401,402,36,305,T01065
982,COIL_96100640,513,25,440,I17140
983,COIL_89440641,391,40,314,I11496
984,COIL_94100201,316,44,251,T01087
985,COIL_96440641,478,29,368,I17003
986,COIL_94710030,362,43,287,I11497
987,COIL_95610111,360,39,285,I09499
988,COIL_96850171,307,47,250,T01378
989,COIL_97070980,462,32,379,I17140
990,COIL_87620702,466,30,395,I17016
991,COIL_97730881,462,29,351,I17140
992,COIL_91300671,372,36,292,K01003
993,COIL_87640291,432,32,371,I17474
994,COIL_97020791,340,42,288,J06005
995,COIL_96820701,470,34,415,E08000
996,COIL_96520581,353,34,279,T01018
997,COIL_93610171,311,46,245,TCA001
998,COIL_94610861,448,29,378,I17007
999,COIL_97520021,341,40,260,T01018
1000,COIL_88570051,349,41,290,I11497
1001,COIL_93320011,376,32,315,I09499
1002,COIL_97640441,410,35,347,T01099
1003,COIL_92790581,333,40,236,T01202
1004,COIL_97180741,534,28,441,T01009
1005,COIL_96160511,492,30,348,I17140
1006,COIL_96920311,588,24,527,E13001
1007,COIL_95470621,357,38,290,I09499
1008,COIL_91230411,368,40,289,I11496
1009,COIL_91940351,310,47,262,T01560
1010,COIL_91290252,357,40,281,T01244
1011,COIL_95060112,301,45,238,T01118
1012,COIL_92970472,458,25,336,I17003
1013,COIL_88060412,309,45,265,T01560
1014,COIL_90200432,500,27,431,I17474
1015,COIL_92330441,384,38,305,T01002
1016,COIL_89970261,314,42,245,T01087
1017,COIL_95990410,595,28,512,E13001
1018,COIL_88670311,600,24,540,I17140
1019,COIL_89991001,652,22,539,T01318
1020,COIL_95790582,350,40,269,J06005
1021,COIL_88100651,445,28,332,I17140
1022,COIL_88250381,310,45,248,T01118
1023,COIL_94400101,307,46,245,T01283
1024,COIL_96080861,563,30,486,E13001
1025,COIL_97410171,304,45,242,T01087
1026,COIL_91680160,370,37,316,T01063
1027,COIL_94970341,315,45,260,TCA001
1028,COIL_96370831,345,42,270,T01018
1029,COIL_91060162,305,45,243,T01118
1030,COIL_94790850,439,29,360,I17474
1031,COIL_91110471,397,30,322,T01002
1032,COIL_88440582,486,28,414,I17016
1033,COIL_90860491,522,32,424,I17140
1034,COIL_89020321,455,30,402,I45010
1035,COIL_90600201,313,46,248,TCA001
1036,COIL_91530262,308,46,247,TCA001
1037,COIL_87690201,542,30,481,D06010
1038,COIL_89460132,381,42,293,I11496
1039,COIL_91270581,452,32,373,I09502
1040,COIL_92300680,414,40,343,T01099
1041,COIL_91120191,306,46,245,TCA001
1042,COIL_94960211,463,28,347,I17140
1043,COIL_91010281,309,47,271,T01378
1044,COIL_90720741,490,28,351,T01061
1045,COIL_87740551,496,29,424,I17140
1046,COIL_91860381,314,44,256,T01381
1047,COIL_91020981,388,40,307,I11496
1048,COIL_92180401,336,40,250,Q02001
1049,COIL_95150650,349,40,282,T01018
1050,COIL_92910292,504,24,411,A19001
1051,COIL_95720861,397,37,311,T01099
1052,COIL_97820520,494,28,346,I17140
1053,COIL_88310410,373,42,306,I09500
1054,COIL_90640111,309,45,245,T01118
1055,COIL_89180111,357,40,287,T01244
1056,COIL_90430561,503,29,449,I17021
1057,COIL_90980271,319,46,280,T01378
1058,COIL_91220971,465,28,383,I17016
1059,COIL_90940471,584,28,504,A20001
1060,COIL_89510281,355,42,273,T01018
1061,COIL_97380281,443,30,378,I45010
1062,COIL_94430171,309,46,243,T01087
1063,COIL_97510382,369,42,283,I11497
1064,COIL_91870771,465,40,383,J10007
1065,COIL_92130412,476,27,352,I17003
1066,COIL_93890651,515,29,433,T01009
1067,COIL_92900110,383,40,313,I09499
1068,COIL_94820481,447,29,366,I17140
1069,COIL_93350430,503,24,391,I17007
1070,COIL_88240111,345,43,272,T01018
1071,COIL_97170890,407,35,331,T01099
1072,COIL_92630321,537,26,461,I17140
1073,COIL_93950461,358,40,280,T01018
1074,COIL_97350321,304,46,248,T01560
1075,COIL_87810311,550,25,491,E13001
1076,COIL_93870641,560,31,425,I17140
1077,COIL_92480101,315,47,277,T01378
1078,COIL_91520141,305,46,240,T01118
1079,COIL_88850281,420,38,351,T01566
1080,COIL_94570521,399,38,323,I09500
1081,COIL_88490281,358,42,271,S33001
1082,COIL_95740591,353,36,271,T01244
1083,COIL_94810640,1072,8,776,T13422
1084,COIL_89820381,362,43,294,T01382
1085,COIL_97890381,579,25,512,E13001
1086,COIL_90180671,469,31,380,I17140
1087,COIL_97130670,350,42,285,T01571
1088,COIL_88110732,363,41,284,I11496
1089,COIL_97220500,385,37,297,I11496
1090,COIL_97270221,359,40,278,I09499
1091,COIL_88290101,316,40,245,T01381
1092,COIL_92170432,362,41,294,T01018
1093,COIL_94050672,474,36,401,NCA002
1094,COIL_94010611,461,37,371,T01049
1095,COIL_88400341,404,38,299,I09500
1096,COIL_97450201,303,47,254,T01378
1097,COIL_94950101,303,45,241,T01087
1098,COIL_93740741,485,30,370,I17140
1099,COIL_94650411,338,39,261,I09499
1100,COIL_95020251,374,33,303,I11496
1101,COIL_93330131,310.1391,46.805,262.8906,T01378
1102,COIL_90140162,355,42,288,I11497
1103,COIL_97230281,338,42,249,I09499
1104,COIL_93120760,387,36,312,T01046
1105,COIL_94340401,386,40,295,I09499
1106,COIL_92630581,464,36,376,J10007
1107,COIL_93040200,309,46,245,T01087
1108,COIL_88720491,577,26,516,A20001
1109,COIL_96200620,488,35,419,T01049
1110,COIL_89890131,306,46,241,T01283
1111,COIL_97591392,466,29,395,I17016
1112,COIL_89380531,413,37,332,T01099
1113,COIL_96840350,378,38,310,I11496
1114,COIL_91140561,564,28,493,A20001
1115,COIL_91170771,545,28,480,A20001
1116,COIL_89080201,301,46,239,TCA001
1117,COIL_88350251,308,43,245,T01283
1118,COIL_96960670,461,28,383,I17016
1119,COIL_87780201,351,36,303,THB001
1120,COIL_93730051,336,41,252,T01244
1121,COIL_88510551,372,40,297,I11498
1122,COIL_88730311,345,41,270,T01244
1123,COIL_93660260,438,33,359,T01559
1124,COIL_88020551,604,22,530,E13001
1125,COIL_94720361,469,30,329,I17007
1126,COIL_90300591,514,25,439,T01158
1127,COIL_97660731,565,27,495,I17140
1128,COIL_89210131,313,47,264,T01378
1129,COIL_92860171,474,35,416,A21000
1130,COIL_92430401,489,30,426,I17007
1131,COIL_93630380,348,40,278,T01018
1132,COIL_88070521,491,27,421,E08000
1133,COIL_96120340,310,45,247,T01283
1134,COIL_92320641,449,32,385,I17020
1135,COIL_90210251,306,46,244,T01087
1136,COIL_89500531,472,29,345,T01061
1137,COIL_97260700,477,34,404,T01260
1138,COIL_93060281,362,39,265,I09500
1139,COIL_88640171,348,38,282,T01382
1140,COIL_95130381,379,38,308,I09499
1141,COIL_87880471,436,33,370,T01099
1142,COIL_96590671,401,41,336,K01002
1143,COIL_96910731,517,30,437,I17140
1144,COIL_95490501,400,37,334,K01002
1145,COIL_94040671,399,37,328,T01099
1146,COIL_96300651,464,35,318,T01073
1147,COIL_91320591,481,28,401,I17140
1148,COIL_91780051,344,43,262,T01018
1149,COIL_94700211,322,42,252,T01381
1150,COIL_93570471,406,38,332,I09499
1151,COIL_90780371,352,33,264,I09499
1152,COIL_96800311,473,30,404,E08000
1153,COIL_96880220,366,38,317,T01063
1154,COIL_92990111,305,46,242,T01118
1155,COIL_93980370,463,29,382,I17140
1156,COIL_88440941,377,41,304,I11498
1157,COIL_91710191,308,46,246,T01118
1158,COIL_95300711,595,27,529,E13001
1159,COIL_87650850,1044,10,799,T13422
1160,COIL_92560351,388,35,319,I11496
1161,COIL_88650500,490,30,361,I09504
1162,COIL_97080341,500,32,404,A19001
1163,COIL_97600201,387,34,290,T01065
1164,COIL_90170251,313,46,248,T01118
1165,COIL_90741002,474,31,402,I17016
1166,COIL_93940802,370,40,275,K01003
1167,COIL_91710221,305,45,242,T01118
1168,COIL_89430551,362,38,278,THB005
1169,COIL_92990221,304,47,242,T01087
1170,COIL_89410461,358,44,288,T01018
1171,COIL_89090381,455,30,388,I17007
1172,COIL_92460821,478,36,419,T01049
1173,COIL_96220371,447,31,318,I17140
1174,COIL_89320712,494,36,436,T01049
1175,COIL_91840621,527,25,445,T01158
1176,COIL_97550021,330,40,250,I09499
1177,COIL_89590252,312,45,248,T01381
1178,COIL_94930890,382,31,292,T01586
1179,COIL_95700141,369,38,292,I09499
1180,COIL_97920771,376,38,300,I09499
1181,COIL_91130641,386,34,299,T01002
1182,COIL_88790561,378,35,319,I09500
1183,COIL_96930970,493,29,435,TCA003
1184,COIL_95760761,494,31,414,I17016
1185,COIL_88610521,461,40,390,T01049
1186,COIL_97710010,391,39,309,I09499
1187,COIL_94310051,373,39,292,I09499
1188,COIL_94220620,468,30,395,I17021
1189,COIL_89160891,482,35,398,J10004
1190,COIL_95680221,308,46,242,T01118
1191,COIL_93700160,447,34,357,T01559
1192,COIL_90580491,392,39,311,I11498
1193,COIL_97930381,451,30,377,I09502
1194,COIL_90450111,314,43,249,T01283
1195,COIL_94420351,360,38,278,T01018
1196,COIL_91070891,493,39,380,J10007
1197,COIL_94080580,385,37,293,I09499
1198,COIL_97150681,462,34,380,J10007
1199,COIL_95360081,380,40,297,I09499
1200,COIL_97810191,410,35,349,I09500
1201,COIL_87760291,389,40,320,THB001
1202,COIL_96511212,578,25,524,E13001
1203,COIL_91221250,498,28,423,I17016
1204,COIL_90630971,469,30,398,I17140
1205,COIL_94730282,487,29,360,I17007
1206,COIL_96070442,466,34,347,T01514
1207,COIL_90560731,496,36,402,I56001
1208,COIL_96220591,462,28,330,I17140
1209,COIL_97590921,561,26,448,T16002
1210,COIL_93180401,525,27,465,E13002
1211,COIL_96380102,331,40,242,T01313
1212,COIL_93290351,567,25,482,E13001
1213,COIL_96650191,309,45,247,T01087
1214,COIL_94350771,476,36,399,TCA003
1215,COIL_88230261,317,45,254,T01560
1216,COIL_97391211,485,29,414,T01260
1217,COIL_94730131,485,38,407,T01559
1218,COIL_90690011,365,40,286,I09499
1219,COIL_91790171,313,46,252,T01283
1220,COIL_97160701,436,30,331,I17007
1221,COIL_97660290,305,46,243,T01118
1222,COIL_88550551,451,28,318,I17140
1223,COIL_97091062,427,35,361,E07000
1224,COIL_92660611,501,33,442,I17140
1225,COIL_93100111,357,40,282,I09499
1226,COIL_95040580,479,36,412,T01557
1227,COIL_88520671,484,39,400,J10004
1228,COIL_93770410,415,38,352,I09499
1229,COIL_88080761,331,44,262,J06005
1230,COIL_93750341,430,38,338,T01049
1231,COIL_93930501,373,38,312,I09499
1232,COIL_93260551,548,25,423,I17007
1233,COIL_92750831,359,40,280,T01244
1234,COIL_93390080,345,39,260,THB001
1235,COIL_96390532,558,29,496,E13002
1236,COIL_90390222,356,43,284,T01244
1237,COIL_93590192,305,46,253,T01560
1238,COIL_96880761,389,40,298,I09499
1239,COIL_97150351,345,40,264,I09499
1240,COIL_93300580,473,29,405,I17016
1241,COIL_93140711,372,41,306,I09499
1242,COIL_89600671,367,47,294,I11496
1243,COIL_94830251,310,47,252,TCA001
